code,name,justification,evidences,cost_level,efficiency_level,cause_problem_codes,reference_urls,department_ids,product_ids
INI0053,Aplicación del poder de policía administrativa para inspeccionar los mercados ilegales,"También conocida como estrategia de prevención de la delincuencia ""Market Reduction Approach"", esta iniciativa se refiere al uso de la inteligencia policial y la aplicación del poder administrativo policial para frenar la recepción y comercialización maliciosas de productos delictivos. El objetivo es desalentar los delitos contra la propiedad reduciendo las oportunidades de los delincuentes para vender y comercializar bienes robados. Para ello, esta estrategia pasa por realizar un esfuerzo institucional para formar, capacitar y ampliar la acción proactiva y preventiva de las fuerzas de seguridad en la inspección e interrupción de mercados ilegales (comercialización de productos sin procedencia). La estrategia puede implicar desde la actualización de leyes y reglamentos municipales, hasta la adquisición de equipos para realizar inspecciones y la formación de funcionarios, entre otras actividades.","Aunque es necesario seguir investigando en este ámbito, las investigaciones científicas llevadas a cabo en Estados Unidos han demostrado que un pequeño número de ""productos calientes"" son responsables de una gran proporción de todos los robos y hurtos, lo que indica que una actuación específica en los principales puntos de venta podría tener un impacto significativo en la reducción de estos delitos contra la propiedad.",,promising,"DC0024-PE0005,DC0024-PE0014,DC0024-PE0015,DC0024-PE0016,DC0024-PE0017,DC0024-PE0020,DC0024-PE0021,DC0024-PE0022,DC0024-PE0023,DC0047-PE0025","https://thestacks.libaac.de/server/api/core/bitstreams/ccca9565-e5ec-4835-ab75-302bf28cb8cf/content,https://popcenter.asu.edu/content/stolen-goods-markets-0,https://kar.kent.ac.uk/1898/1/Home_Office_Development_Practice_Report_17.pdf,https://popcenter.asu.edu/sites/default/files/hot_products_understanding_anticipating_and_reducing_demand_for_stolen_goods_clarke_1999.pdf,https://wedontbuycrime.co.uk/,https://popcenter.asu.edu/sites/default/files/west_mercia_police_project_we_dont_buy_crime_2020.pdf,https://www.revistas.usp.br/ts/article/view/204351",1,"63,68,24"
INI0061,Cámaras corporales,"Las cámaras corporales (a veces denominadas ""cámaras de cuerpo"") son dispositivos de grabación audiovisual que se fijan a los uniformes de los agentes de seguridad y transmiten imágenes y sonido en tiempo real a los centros de control (además de permitir la grabación). El uso de esta herramienta tiene una doble finalidad. Por un lado, sirve para mejorar la relación entre agentes y ciudadanos, reduciendo posibles episodios de abuso o violencia. Por otro lado, cumple la misión de proteger a los policías frente a denuncias falsas. De forma complementaria, estas cámaras también pueden apoyar la producción de pruebas penales, así como mejorar la formación policial, ya que permiten supervisar la ejecución operativa sobre el terreno.","Los datos de la literatura en los países desarrollados (principalmente anglosajones) son contradictorios en relación con el uso abusivo de la fuerza y la victimización de los agentes de policía. Sin embargo, la literatura emergente sobre su aplicación en países en vías de desarrollo (Brasil) ha mostrado más recientemente efectos positivos.",,mixed_evidence,"DC0046-PE0001,DC0046-PE0024,DC0046-PE0026","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/cameras-de-corpo,https://estado.sc.gov.br/noticias/cameras-individuais-passam-a-integrar-servico-da-policia-militar-de-santa-catarina/,https://www.theiacp.org/sites/default/files/2020-06/BWCs%20June%202020.pdf",1,"68,45"
INI0062,Modernización y cualificación de las academias de formación,"Se refiere a la estructuración, desarrollo e implementación de programas y acciones dirigidas a la modernización y cualificación de las academias de policía (en el caso de los gobiernos estatales) y de los guardias civiles/municipales (en el caso de los municipios). La formación inicial de los nuevos agentes y la formación continua de los agentes y del personal es un elemento fundamental para la reducción de los índices de violencia, así como para la valorización de los profesionales de la seguridad pública.","Las evidencias son prometedoras en lo que respecta al impacto de las iniciativas para aumentar la capacidad técnica y los modelos de formación de los agentes de seguridad en cuanto al aumento de su capacidad para prevenir la delincuencia. Sin embargo, siguen siendo necesarios estudios más sólidos y sistemáticos para establecer esta relación causal. Además, la formación para desescalar el uso de la fuerza ha mostrado resultados prometedores en la reducción de la letalidad y el abuso policial, con consecuencias en las lesiones causadas y sufridas por los agentes de policía, así como en el aumento de las interacciones positivas entre agentes y ciudadanos.",,promising,"DC0046-PE0001,DC0046-PE0024,DC0046-PE0026,DC0049-PE0026,DC0005-PE0026","https://plataformadeevidencias.iadb.org/pt-br/casos-avaliados/plano-nacional-de-policiamento-comunitario-por-quadrantes-pnvcc,https://www.iadb.org/es/mejorandovidas/como-honduras-redujo-la-mitad-su-tasa-de-homicidio,https://www.policia.gov.co/unidad/centro-estandares-policia-nacional,https://cursos.iadb.org/es/indes/l-deres-para-la-gesti-n-en-seguridad-ciudadana-y-justicia",1,"69,32"
INI0083,Justicia comunitaria (mediación y conciliación de conflictos),"Se refiere a la práctica de la llamada ""mediación comunitaria"", que incluye actividades para i) ajustar las normas locales de prevención y gestión de conflictos, ii) abrir una oficina comunitaria para la resolución pacífica de conflictos vecinales, iii) recibir solicitudes de mediación comunitaria y visitar a la parte en conflicto para invitarla a un proceso de resolución colaborativa, iv) desarrollar reuniones de mediación, v) establecer acuerdos de mediación, vi) supervisar el cumplimiento de los acuerdos de mediación, y vii) en caso de no invitar a la mediación, o de incumplimiento de los acuerdos, trasladar el conflicto a la instancia judicial adecuada, para evitar intentos de resolución violenta.",Una evaluación de impacto del Centro de Justicia Comunitaria de Red Hook (EE.UU.) mostró que las personas atendidas por el centro tuvieron una reducción estadísticamente significativa de su tasa de reincidencia (medida a través del registro de nuevas detenciones).,,promising,"DC0003-PE0001,DC0003-PE0004","https://plataformadeevidencias.iadb.org/pt-br/casos-avaliados/centro-de-justica-comunitaria-gancho-vermelho-brooklyn,https://www.college.police.uk/guidance/conflict-management,https://dspace.mj.gov.br/bitstream/1/3617/1/03compendio-de-boas-praticas-na-gestao-de-sp-no-brasil-luis-flavio-sapori.pdf,www.seguranca.mg.gov.br/images/seds_docs/Prevencao/Portflio%20-%20Preveno%20Social%20%20Criminalidade%202017.pdf",1,"54,29,27"
INI0086,Programas de sensibilización de los jóvenes mediante visitas a las cárceles,"Estos programas, que tienen su origen en Estados Unidos y se conocen como ""Scared Straight"", abogan por programas de ""concienciación penitenciaria"" en los que determinados jóvenes, seleccionados porque ya han infringido la ley o corren un alto riesgo de convertirse en delincuentes, visitan centros penitenciarios. El objetivo de estas visitas es disuadir la delincuencia juvenil (o la reincidencia) asustando a estos jóvenes. Para ello, durante estas visitas se implica a los reclusos para que asusten a los jóvenes sobre los peligros de la ""vida real"" en las prisiones, a menudo mediante técnicas de intimidación y comportamientos hostiles (aunque en algunos casos se aplican técnicas no conflictivas).",Los programas aplicados con un enfoque de confrontación han aumentado la probabilidad de conductas delictivas entre los jóvenes que han participado en ellos.,,negative_effect,"DC0015-PE0002,DC0015-PE0012,DC0015-PE0011",https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-de-conscientizacao-juvenil-por-meio-de-visitas-prisoes,"1,6,26,2","52,74,69"
INI0087,"Campos de entrenamiento disciplinario (""Boot Camps"")","Son programas concebidos como alternativas al internamiento de delincuentes juveniles o al encarcelamiento de adultos. Los boot camps, como se conocen en inglés, abogan por enviar a los delincuentes a campos de entrenamiento con un perfil militar y correccional, donde realizan actividades y ejercicios en estrictos regímenes diarios y entornos de estricta disciplina. Aunque pueden variar en cuanto a los componentes utilizados, estos programas tratan esencialmente de modificar las pautas de comportamiento antisocial y delictivo utilizando técnicas para reforzar las conductas positivas mediante recompensas y desalentar las negativas mediante castigos inmediatos.",No han tenido ningún efecto sobre la delincuencia en general y hay indicios de que pueden ser contraproducentes (aumentando la tasa de reincidencia de los participantes).,,no_effect,"DC0051-PE0027,DC0056-PE0028","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/campos-de-treinamento-disciplinar, https://youthendowmentfund.org.uk/toolkit/boot-camps/","1,2,6,26","52,69"
INI0088,Programas multicomponentes para jóvenes delincuentes violentos,"Los programas multicomponentes para jóvenes altamente violentos aglutinan diferentes intervenciones que pueden aplicarse en un entorno cerrado o abierto, y pueden incluir terapias cognitivo-conductuales, tratamientos de reducción del consumo de drogas, formación profesional e iniciativas de fomento de la empleabilidad, así como programas sociales y familiares. Los modelos más avanzados (y con mayor potencial de impacto) abogan por un diagnóstico multidisciplinar muy estructurado y exhaustivo, que identifique el perfil de riesgo de cada joven y permita identificar y priorizar los focos de intervención, así como su intensidad y duración. A partir de este diagnóstico, se estructuran acciones dirigidas y específicas en función de cada perfil detectado y considerando un enfoque multicomponente que aborde todos los factores específicos identificados y priorizados. El objetivo es contribuir al desarrollo de una vida plena y constructiva al margen de las conductas delictivas.","Hay evidencias de que el programa puede producir reducciones, aunque a veces modestas, en los niveles de reincidencia. Sin embargo, la importancia estadística del impacto depende de la forma de medición utilizada (efectos positivos cuando se utilizan datos relativos al paso por la policía; no_efectos cuando se utilizan datos relativos al paso por el sistema judicial).",,mixed_evidence,"DC0008-PE0001,DC0008-PE0004,DC0008-PE0005,DC0055-PE0012,DC0055-PE0028","https://plataformadeevidencias.iadb.org/index.php/pt-br/tipos-solucoes/programas-multicomponentes-para-jovens-infratores-violentos,https://www.academia.edu/29471093/Manual_de_Evaluaci%C3%B3n_Diferenciada_Modelo_Multidimensional_de_Intervenci%C3%B3n_Diferenciada_con_Adolescentes_MMIDA_,https://planejamento.rs.gov.br/upload/arquivos/202203/23095939-avaliacao-de-impacto-pod-relatorio-final-22032022-fig-8-e-9.pdf,https://pod.rs.gov.br/inicial","5,6,26","13,69,43"
INI0089,Intervención familiar sistémica en la conducta de adolescentes infractores,"Abarca la aplicación de programas terapéuticos sistémicos dirigidos a la prevención secundaria (centrados en jóvenes con antecedentes de conductas de riesgo moderado o grave, y en sus familias) o terciaria (dirigidos a familias con adolescentes o jóvenes con antecedentes delictivos). La teoría del cambio de la terapia multisistémica (TMS) se basa en el supuesto de que pueden surgir diversas condiciones de riesgo en los distintos sistemas en los que participa el joven, incluidos la comunidad, la familia y la escuela, y que la intervención debe tener la capacidad de tratar eficazmente estas diversas condiciones. Como tales, estos programas están diseñados para desarrollar habilidades en los cuidadores (padres, madres u otros tutores) de adolescentes que han estado involucrados en delitos (o que tienen un alto riesgo de involucrarse en el futuro, incluidos aquellos con antecedentes de comportamiento antisocial, consumo de drogas o que faltan a la escuela). El objetivo de la terapia es animar a los tutores a adoptar actitudes más proactivas y a vigilar y supervisar a los adolescentes, con vistas a asegurarse de que el fortalecimiento de las relaciones familiares conduce a cambios positivos en la rutina y el comportamiento antisocial y/o delictivo de estos jóvenes. Se hace hincapié en el desarrollo de la capacidad de los padres (o adultos responsables) para supervisar, proteger a los jóvenes, fomentar comportamientos protectores y reducir la exposición a situaciones de riesgo. Las sesiones del programa de tratamiento intensivo pueden llevarse a cabo en casa, en una clínica o en centros comunitarios, y suelen implicar una combinación de intervenciones cognitivo-conductuales, terapia familiar y enfoques conductuales adaptados. Además, algunas versiones de este tipo de programa pueden aplicarse en entornos vinculados al sistema de justicia juvenil y centros de detención.","Han reducido el riesgo de que un joven delincuente reincida. Sin embargo, existen evidencias de que pueden no producir efectos positivos de forma sistemática para los jóvenes delincuentes de alto riesgo, especialmente cuando se aplican en un entorno comunitario.",,promising,"DC0015-PE0002,DC0015-PE0012,DC0055-PE0012,DC0015-PE0011,DC0055-PE0028","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/intervencao-familiar-na-conduta-delitiva-de-adolescentes-infratores,https://lazos.spd.gov.cl/,https://depp.spd.gov.cl/wp-content/uploads/2022/01/Evaluacion-Componente-MST-Lazos.pdf,https://lazos.spd.gov.cl/wp-content/uploads/2022/03/Informe-Evaluacion-de-Impacto-Programa-Lazos.pdf,https://www.triplep.net/glo-en/the-triple-p-system-at-work/the-system-explained/,https://journals.copmadrid.org/pi/archivos/S1132055915000228/S1132055915000228.pdf","6,26","49,69,43"
INI0096,Programas de tratamiento de adicciones y prevención de recaídas para reclusos y ex reclusos del sistema penitenciario,"Se refiere a la prestación de servicios para el tratamiento de la drogadicción (o alcoholismo) a personas en conflicto con la ley (internos) o que salen del sistema penitenciario. En este sentido, puede incluir las actuaciones llevadas a cabo durante el cumplimiento de la condena (o mientras se llevan a cabo medidas alternativas), así como el seguimiento del interno tras su excarcelación y reinserción en el entorno comunitario.","La eficacia varía en función del tipo de intervención (tipo de programa aplicado). En general, las comunidades terapéuticas son el tipo de intervención más consistente, tanto para la prevención de la reincidencia delictiva como para la prevención de la recaída en el consumo de drogas entre adultos.",,mixed_evidence,"DC0016-PE0003,DC0028-PE0006,DC0029-PE0006,DC0035-PE0009,DC0052-PE0027","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-de-tratamento-para-adiccao-e-prevencao-da-recaida,https://nida.nih.gov/sites/default/files/675-principles-of-drug-addiction-treatment-a-research-based-guide-third-edition.pdf","2,4,6","33,69,43"
INI0097,Programas de tratamiento de adicciones y prevención de recaídas para internos y ex internos del sistema socioeducativo,"Se refiere a la prestación de servicios para el tratamiento de la drogadicción (o alcoholismo) a adolescentes en conflicto con la ley (internos) o que salen del sistema socioeducativo. En este sentido, puede incluir actuaciones realizadas durante el cumplimiento de la condena (o mientras se cumplen las medidas alternativas), así como el seguimiento del adolescente tras su puesta en libertad y reinserción en el entorno comunitario.","Hasta la fecha, las revisiones sistemáticas centradas en intervenciones de este tipo aplicadas en el contexto socioeducativo (para jóvenes delincuentes) no han aportado evidencias suficientes que respalden la eficacia de este tipo de intervención. Aunque los meta-análisis han observado reducciones en los niveles de recaída y reintegración, éstas no han sido estadísticamente significativas. Sin embargo, estas evidencias deben interpretarse con cautela, dado el limitado número de estudios científicamente sólidos realizados hasta la fecha. Por otro lado, las revisiones sistemáticas que han (meta-)analizado la eficacia de los programas de tratamiento en entornos domiciliarios o comunitarios han hallado evidencias prometedoras con respecto a la reducción de las recaídas. Destacan especialmente los programas basados en modalidades de tratamiento multicomponente, que incluyen soluciones como la terapia cognitivo-conductual, la entrevista motivacional y la terapia familiar, entre otras.",,mixed_evidence,"DC0012-PE0002,DC0016-PE0003,DC0028-PE0006,DC0029-PE0006,DC0012-PE0012,DC0012-PE0011,DC0057-PE0028","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-de-tratamento-para-adiccao-e-prevencao-da-recaida,https://nida.nih.gov/sites/default/files/675-principles-of-drug-addiction-treatment-a-research-based-guide-third-edition.pdf,https://crimesolutions.ojp.gov/ratedpractices/129,https://crimesolutions.ojp.gov/ratedpractices/100","2,4,6","33,69,43"
INI0123,Programas de apoyo a la reinserción social de las personas que salen del sistema penitenciario,"Abarca diferentes programas de apoyo para quienes abandonan el sistema penitenciario, centrados en restablecer y/o mantener los lazos familiares, comunitarios, sociales o económicos (entendidos como elementos favorables durante el proceso de reinserción social). Estos programas pueden incluir las llamadas ""casas de medio camino"", que sirven como residencias temporales en la comunidad para ex reclusos, y programas de apoyo comunitario post-custodia destinados a mejorar las oportunidades de acceso a los servicios sociales, la educación y el mercado laboral. Destaca en este caso la experiencia de las ""Oficinas Sociales"", que vinculan a cada interno con un equipo multidisciplinar que se encargará de definir un plan individual de socialización para cada uno de ellos, implicando también a sus familias. Estos planes se estructuran en función de las necesidades/perfil identificados de cada graduado, y los servicios de asistencia y apoyo pueden incluir diversas áreas, como: salud, cualificación y derivación profesional, asistencia psicosocial, asistencia jurídica y regularización de la documentación civil. El objetivo es actuar como facilitadores en la recuperación de la ciudadanía de los excarcelados, a fin de aumentar sus posibilidades de superar las barreras para volver a la sociedad y romper con su trayectoria delictiva.","La eficacia varía según la modalidad. El mayor potencial, en términos de generación de efectos positivos para reducir la reincidencia, corresponde a los programas de reingreso y a los centros de reinserción, así como a los programas comunitarios de apoyo post-penitenciario y a los que promueven las visitas a la cárcel de los familiares (y amigos) de los reclusos. Por otro lado, no existen evidencias de la eficacia de los programas de empleo no privativos de libertad para personas con antecedentes penales recientes. En este caso, aunque los metaanálisis han identificado un efecto, éste es pequeño y estadísticamente no significativo, lo que indica que no hubo un impacto relevante en la reducción de la conducta delictiva de los participantes",,mixed_evidence,"DC0003-PE0001,DC0003-PE0004,DC0037-PE0012,DC0037-PE0011,DC0047-PE0025,DC0058-PE0028,DC0059-PE0028","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-baseados-na-promocao-da-integracao-social,https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/intervencoes-de-educacao-capacitacao-e-emprego,https://www.cnj.jus.br/sistema-carcerario/politica-de-atencao-a-pessoas-egressas-do-sistema-prisional-escritorios-sociais/escritorios-sociais/,www.seguranca.mg.gov.br/images/seds_docs/Prevencao/Portflio%20-%20Preveno%20Social%20%20Criminalidade%202017.pdf,https://publications.iadb.org/es/evaluacion-integral-del-piloto-de-reinsercion-economica-y-emprendimiento-para-mujeres-en-conflicto","2,6","34,77,69,46,59"
INI0114,Programas de fomento de la convivencia ciudadana en barrios y zonas vulnerables,"Se refiere a un tipo de intervención preventiva, desarrollada a nivel comunitario, cuyo eje principal es la resolución de problemas y disputas, con especial atención a los barrios de alta vulnerabilidad socioeconómica (barrios de renta baja y media). En estos enfoques no policiales, el gobierno local moviliza a agentes territoriales de organismos municipales (agentes de resolución de conflictos, trabajadores sociales y familiares y profesionales de departamentos públicos que responden a las solicitudes de servicios básicos como el alumbrado público y la recogida de basuras) para que lleven a cabo tareas relacionadas con la resolución de problemas en la comunidad destinataria, así como la gestión de posibles disputas, la reducción del desorden local y la resolución de problemas cotidianos. Al mismo tiempo, estos agentes también pretenden mejorar la capacidad de la comunidad para gestionar sus propios problemas reforzando las organizaciones locales, mejorando las líneas de comunicación con el ayuntamiento o fomentando la participación de los ciudadanos locales. Este esfuerzo puede manifestarse bien mediante la creación o el fortalecimiento de consejos comunitarios (llamados ""consejos de convivencia"" en algunos países), bien mediante la identificación, formación y contratación de ""puntos focales"" (jóvenes cuyo trabajo consiste en reforzar la capacidad de las organizaciones comunitarias y mejorar la comunicación entre éstas y los organismos gubernamentales). Estas actividades suelen estar diseñadas para actuar directamente en la reducción de los niveles de desorden, pero la idea es que también aumentan la legitimidad del Estado en general (incluida la de las fuerzas de seguridad y la policía), y contribuyen a reducir la delincuencia y la violencia, aunque sea indirectamente.","Un estudio cuasi-experimental no encontró evidencias de que la ""Operación Convivencia"" (implementada en Medellín, Colombia) fuera capaz de producir, en términos generales, mejoras significativas en aspectos relacionados con la gobernabilidad del Estado, la legitimidad del Estado, las llamadas de emergencia asociadas a temas de seguridad y la denuncia de delitos. Sin embargo, se identificó una importante heterogeneidad, ya que los efectos del programa dependieron en gran medida de las condiciones iniciales previas a la intervención. En los sectores en los que el Estado ya tenía una capacidad y una presencia relativamente fuertes, la intervención se aplicó con eficacia. Como resultado, en estos casos, los residentes declararon interactuar mucho más con el equipo municipal, y el programa consiguió aumentar la legitimidad del Estado y reducir tanto las denuncias de delitos como las llamadas de emergencia a la policía. Por otro lado, en los sectores donde la capacidad y la presencia estatal eran más débiles, la calidad de la intervención fue menor, sin poder cumplir con algunas premisas importantes, y el número de interacciones fue significativamente inferior al observado en las zonas exitosas (alrededor del 25% en promedio). En consecuencia, no se encontraron evidencias de que el programa hubiera producido efectos positivos en ninguno de los resultados de interés.",,mixed_evidence,"DC0008-PE0001,DC0008-PE0004,DC0008-PE0005,DC0055-PE0027","https://dev.focoeconomico.org/2023/08/15/cuales-son-las-alternativas-a-la-policia-para-establecer-el-orden-y-reducir-el-crimen-una-experiencia-reciente-en-medellin/,https://www.medellin.gov.co/es/programas/promocion-de-la-convivencia-ciudadana/,https://documents1.worldbank.org/curated/en/760411468227666514/pdf/760110ESW0P12300Rio0de0Janeiro02013.pdf,https://plataformadeevidencias.iadb.org/index.php/pt-br/casos-avaliados/operacao-convivencia","6,8","59,17,9,24"
INI0124,Programas de apoyo a la reinserción social de personas que salen del sistema socioeducativo,"Abarca diferentes programas de apoyo para adolescentes que han abandonado el sistema socioeducativo, centrados en restablecer y/o mantener los vínculos familiares, comunitarios, sociales o económicos (entendidos como elementos favorables durante el proceso de reintegración social). Estos programas pueden incluir las llamadas ""casas de medio camino"", que sirven como residencias temporales en la comunidad para aquellos que han sido puestos en libertad, y programas de apoyo comunitario post-custodia dirigidos a mejorar las oportunidades de acceso a los servicios sociales, la educación y el mercado laboral. Destaca en este caso la experiencia de las ""Oficinas Sociales"", que vinculan a cada interno con un equipo multidisciplinar que se encargará de definir un plan individual de socialización para cada uno de ellos, implicando también a sus familias. Estos planes se estructuran en función de las necesidades/perfil identificados de cada graduado, y los servicios de asistencia y apoyo pueden incluir diversas áreas, como: salud, cualificación y derivación profesional, asistencia psicosocial, asistencia jurídica y regularización de la documentación civil. El objetivo es actuar como facilitadores en la recuperación de la ciudadanía de los excarcelados, a fin de aumentar sus posibilidades de superar las barreras para volver a la sociedad y romper con su trayectoria delictiva.","La eficacia varía según la modalidad, el público destinatario y la forma de medirla. En concreto, para los jóvenes de más edad (entre 16 y 18 años), los programas compuestos por componentes educativos, de desarrollo de habilidades y terapéuticos tienden a funcionar de forma más consistente, mientras que para los más jóvenes, los programas que incluyen a las familias de los jóvenes en las intervenciones tienden a tener más éxito en la reducción de la reincidencia. Además, se obtienen resultados más positivos cuando la reincidencia se mide utilizando los registros policiales en lugar de los datos del sistema judicial.",,mixed_evidence,"DC0008-PE0001,DC0008-PE0004,DC0008-PE0005,DC0055-PE0012,DC0055-PE0027,DC0055-PE0028","https://plataformadeevidencias.iadb.org/pt-br/tipos-solucoes/programas-baseados-na-promocao-da-integracao-social,https://crimesolutions.ojp.gov/ratedpractices/54#mao,https://www.college.police.uk/research/crime-reduction-toolkit/young-offender-aftercare,https://www.cnj.jus.br/sistema-carcerario/politica-de-atencao-a-pessoas-egressas-do-sistema-prisional-escritorios-sociais/escritorios-sociais/,https://planejamento.rs.gov.br/upload/arquivos/202203/23095939-avaliacao-de-impacto-pod-relatorio-final-22032022-fig-8-e-9.pdf,https://pod.rs.gov.br/inicial","2,6","34,77,69,46,59"
INI0126,"Centros de mando y control, centros de delincuencia en tiempo real y centros de inteligencia","Incluye la construcción y/o el refuerzo de Centros de Mando y Control (CCO), Centros de Delincuencia en Tiempo Real y/o Centros de Inteligencia (Centros de Fusión). Potencialmente implica desde la construcción y equipamiento de los espacios físicos donde se instalarán estos centros, hasta el desarrollo e implementación de soluciones informáticas que garanticen la interoperabilidad entre los sistemas involucrados en el sistema de seguridad, así como los equipos y dispositivos pertinentes (por ejemplo, cámaras corporales, cámaras de videovigilancia, monitoreo de audio de tiroteos, cercas electrónicas, etc.). Además, también puede implicar proyectos de arquitectura de procesos y gobernanza, con vistas a promover el diálogo permanente entre las instituciones del sistema de justicia penal, la seguridad pública y los organismos municipales de inspección, así como revisar y/o establecer procedimientos normalizados para la respuesta a incidentes, la toma de decisiones, el cumplimiento y la gestión de recursos humanos.",Las medidas de impacto recogidas en la evaluación de un proyecto de policía inteligente implantado en Miami (EE.UU.) señalan que la iniciativa ha aumentado significativamente el grado en que los administradores y detectives de los organismos policiales utilizan los productos del trabajo de análisis de la delincuencia para fundamentar la toma de decisiones operativas.,,promising,"DC0007-PE0014,DC0041-PE0014,DC0044-PE0014,DC0007-PE0015,DC0044-PE0015,DC0007-PE0016,DC0044-PE0016,DC0007-PE0017,DC0044-PE0017,DC0044-PE0018,DC0044-PE0020,DC0044-PE0021,DC0044-PE0022,DC0044-PE0023","https://www.rand.org/content/dam/rand/pubs/research_reports/RR3200/RR3242/RAND_RR3242.pdf,https://institutocidadesegura.com.br/wp-content/uploads/2019/09/03-Texto-Base-do-Pacto-Niter%C3%B3i-Pela-Paz.pdf,https://cebcp.org/evidence-based-policing/what-works-in-policing/research-evidence-review/police-technology/","1,7","68,45,53,23"
INI0127,Refuerzo de los mecanismos de control interno y externo,"Incluye la implementación de mecanismos y soluciones destinadas a registrar y publicar datos sobre el uso de la fuerza, así como el fortalecimiento institucional de las unidades de asuntos internos para analizar, investigar, resolver y/o remitir las denuncias de delitos y faltas administrativas cometidas por agentes de seguridad.","Una encuesta de 2016 analizó la política de uso de la fuerza en los 100 departamentos de policía más grandes de Estados Unidos y concluyó que cuanto más estricta era la política de uso de la fuerza, menor era el número de asesinatos cometidos por el departamento de policía.",,promising,"DC0046-PE0001,DC0046-PE0024,DC0046-PE0026,DC0048-PE0026",https://www.unodc.org/pdf/criminal_justice/Handbook_on_police_Accountability_Oversight_and_Integrity.pdf,1,68
INI0128,Consejos comunitarios de seguridad,"Incluye el establecimiento y/o fortalecimiento de consejos comunitarios de seguridad como mecanismos de participación social y control externo de las políticas de seguridad. En este sentido, puede incluir la creación y/o capacitación y empoderamiento de estos espacios de diálogo entre representantes de la sociedad y del gobierno, con miras a la cogestión de las políticas públicas de seguridad, ya sea en la propuesta, negociación, decisión, implementación o control público.","Aún faltan investigaciones científicas rigurosas sobre el impacto efectivo de los consejos comunales en resultados relevantes para las políticas de seguridad, ya sea en términos de incidencia del crimen y la violencia (o factores de riesgo) o en términos de mejora del desempeño institucional. En cualquier caso, la investigación cualitativa ha señalado beneficios en términos de transparencia y ejercicio de mayores niveles de control social sobre las políticas de seguridad.",,promising,"DC0045-PE0024,DC0045-PE0025,DC0050-PE0026","http://www.dhnet.org.br/dados/guias/dht/guia_pratico_conselhos_comunitarios_seguranca.pdf,https://portal.cops.usdoj.gov/resourcecenter/ric/Publications/cops-w0861-pub.pdf",1,"16,28"
INI0129,Observatorios de seguridad ciudadana,"Los observatorios de seguridad pública son centros dedicados a monitorear, analizar y difundir datos relevantes para el área de seguridad pública (monitoreo de indicadores de criminalidad, datos oficiales, investigaciones académicas y presupuestos gubernamentales, por ejemplo), así como a realizar (o patrocinar) estudios específicos o encuestas de victimización. Además, los observatorios también desempeñan un papel importante en la retroalimentación y la participación social en las políticas de seguridad, ya que producen sus análisis y generan sus informes, infografías, seminarios y reuniones con el objetivo de subvencionar acciones estratégicas de control y prevención de la delincuencia y la violencia que puedan ser presentadas y potencialmente absorbidas por las autoridades competentes.","Algunas experiencias de observatorios a nivel internacional (como ""Insyde"" en México) han sido reconocidas en premios internacionales por su papel no sólo en el seguimiento y difusión de datos, sino también por su capacidad para influir en el enfoque y la calidad de los servicios de seguridad, a través de sus estudios, informes y procesos de certificación de prácticas.",,promising,"DC0007-PE0001,DC0007-PE0004,DC0007-PE0005,DC0007-PE0014,DC0007-PE0015,DC0007-PE0016,DC0007-PE0017,DC0007-PE0018,DC0045-PE0025,DC0050-PE0026","http://observatorioseguranca.com.br/sobre-nos/a-rede/,https://ijsn.es.gov.br/observatorios/observatorio-da-seguranca-cidada,https://www.gunviolencearchive.org/,https://insyde.org.mx/,https://fogocruzado.org.br,https://pazciudadana.cl/proyectos/analisis-criminal/observatorios-de-prevencion-el-aporte-de-los-municipios-es-clave/,https://pazciudadana.cl/biblioteca/sistema-judicial/sistematizacion-de-experiencias-piloto-de-observatorios-locales-seguridad-en-chile/,https://www.macfound.org/maceirecipients/2007/institute-for-security-and-democracy,https://oecseg.org,https://delitosmexico.onc.org.mx,ível em: https://www.lume.ufrgs.br/bitstream/handle/10183/132238/000979733.pdf?sequence=1&isAllowed=y",1,"70,30,45,53,23"
